Schuljahr,Schulform,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulnummer,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Straße und Hausnummer,Postleitzahl,Ort,Rechtsstatus,Telefonnummer Vorwahl,Telefonnummer Durchwahl,Faxnummer Vorwahl,Faxnummer Durchwahl,Offizielle E-Mail-Adresse,Anzahl,Sozialindex,latitude,longitude,found_address
2024/25,Grundschule,05774032,"Paderborn, Stadt",127700,Gem. Grundschule Thune,,,Sennelagerstr. 183,33104,Paderborn,Öffentlich,05251,8814560,05254,1679,127700@schule.nrw.de,315,5,51.7746213,8.7112676,"183, Sennelagerstraße, Schloß Neuhaus, Sennelager, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33104, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127711,Grundschule Josef,Kath. Grundschule,,Mastbruchstr. 77,33104,Paderborn,Öffentlich,05251,8814833,,,127711@schule.nrw.de,375,2,51.7520038,8.7350579,"Katholische Grundschule Josef, 77, Mastbruchstraße, Mastbruch, Schloß Neuhaus, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33104, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",186909,Comeniusschule Elsen,Gem. Grundschule,,Nesthauser Str. 9,33106,Paderborn,Öffentlich,05254,64209,05254,662936,186909@schule.nrw.de,290,3,51.7407821,8.6809077,"Comenius-Grundschule Elsen, 9, Nesthauser Straße, Elsen, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33106, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",189534,Städt. Gem. Grundschule Auf der Lieth,,,Peckelsheimer Weg 24,33100,Paderborn,Öffentlich,05251,8814650,,,189534@schule.nrw.de,295,5,51.7145842,8.7941428,"Grundschule Auf der Lieth, 24, Peckelsheimer Weg, Auf der Lieth, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",192740,Städt. Gem. Grundschule Kaukenberg,,,Weißdornweg 10,33100,Paderborn,Öffentlich,05251,166960,05251,166970,192740@schule.nrw.de,220,7,51.7190297,8.7959845,"Grundschule Kaukenberg, 10, Weißdornweg, Kaukenberg, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",198470,Lummerlandschule,Gemeinschaftsgrundschule Staatl. gen.,Ersatz.d.Prim.d.Lummerlandschule gem.UG,Vattmannstr. 5-5a,33100,Paderborn,Privat,05251,202024601,,,198470@schule.nrw.de,70,,51.7262387,8.7959646,"Vattmannstraße, Gewerbegebiet Benhauser Feld, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
2024/25,Grundschule,05774036,"Salzkotten, Stadt",124722,Kath. Grundschule Tudorf,,,Im Hagen 16,33154,Salzkotten,Öffentlich,02955,76170,02955,761717,124722@schule.nrw.de,195,2,51.6323454,8.6760277,"16, Im Hagen, Niederntudorf, Salzkotten, Kreis Paderborn, Nordrhein-Westfalen, 33154, Deutschland"
2024/25,Grundschule,05774036,"Salzkotten, Stadt",124734,Liboriusschule,Kath. Grundschule Salzkotten,,Am Alten Hellweg 1,33154,Salzkotten,Öffentlich,05258,936280,05258,93628200,124734@schule.nrw.de,470,3,51.665458,8.6061525,"Liboriusschule, 1, Am Alten Hellweg, Salzkotten, Kreis Paderborn, Nordrhein-Westfalen, 33154, Deutschland"
2024/25,Grundschule,05774036,"Salzkotten, Stadt",124746,Kath. Grundschule Scharmede-Thüle,Grundschulverbund d. Stadt Salzkotten,- Primarstufe -,Bahnhofstr. 13,33154,Salzkotten,Öffentlich,05258,7708,05258,933956,124746@schule.nrw.de,215,1,51.7143562,8.7440019,"13, Bahnhofstraße, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland"
2024/25,Grundschule,05774036,"Salzkotten, Stadt",124771,Katholische Grundschule Verne-Verlar,Grundschulverbund der Stadt Salzkotten,Primarstufe,Marienstr. 10,33154,Salzkotten,Öffentlich,05258,8337,05258,935119,124771@schule.nrw.de,180,1,51.6807657,8.5682577,"Grundschule Marienschule, 10, Marienstraße, Verne, Salzkotten, Kreis Paderborn, Nordrhein-Westfalen, 33154, Deutschland"
2024/25,Grundschule,05774036,"Salzkotten, Stadt",196125,Montessorischule Salzkotten,"Gem.Grundschule,Staatl.genehm.Ersatzsch.","Primarstufe,der Montessorisch.Salzk.e.V.",Am Friedhof 11,33154,Salzkotten,Privat,05258,2108080,05258,9764994,196125@schule.nrw.de,100,,51.670355,8.6115264,"11, Am Friedhof, Salzkotten, Kreis Paderborn, Nordrhein-Westfalen, 33154, Deutschland"
2024/25,Grundschule,05774040,"Bad Wünnenberg, Stadt",124631,Kath. Grundschule Haaren-Helmern,,,Kirchweg 7,33181,Bad Wünnenberg,Öffentlich,02957,283,02957,995946,124631@schule.nrw.de,155,2,51.5663624,8.7254713,"Grundschule, 7, Kirchweg, Haaren, Bad Wünnenberg, Kreis Paderborn, Nordrhein-Westfalen, 33181, Deutschland"
2024/25,Grundschule,05774040,"Bad Wünnenberg, Stadt",124801,Kath. Grundschule Fürstenberg,,,Poststr. 3,33181,Bad Wünnenberg,Öffentlich,02953,387,02953,962888,124801@schule.nrw.de,140,2,51.5167238,8.7427438,"Kath. Grundschule Fürstenberg, 3, Poststraße, Fürstenberg, Bad Wünnenberg, Kreis Paderborn, Nordrhein-Westfalen, 33181, Deutschland"
2024/25,Grundschule,05774040,"Bad Wünnenberg, Stadt",124850,Kath. Grundschule Bad Wünnenberg,,,Schulstr. 8,33181,Bad Wünnenberg,Öffentlich,02953,507,02953,963979,124850@schule.nrw.de,255,2,51.5199948,8.6977515,"8, Schulstraße, Wünnenberg, Bad Wünnenberg, Kreis Paderborn, Nordrhein-Westfalen, 33181, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128480,Frauenlobschule,Städt. Gem. Grundschule,,Frauenlobstr. 91,44805,Bochum,Öffentlich,0234,865025,0234,9101436,128480@schule.nrw.de,320,2,51.5149527,7.2620826,"91, Frauenlobstraße, Hiltrop, Bochum-Nord, Bochum, Nordrhein-Westfalen, 44805, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128491,Grundschule in der Vöde,Städt. Gem. Grundschule,,Castroper Str. 235,44791,Bochum,Öffentlich,0234,593136,0234,9505337,128491@schule.nrw.de,220,4,51.4929865,7.2465099,"Grundschule in der Vöde, 235, Castroper Straße, Innenstadt, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44791, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128510,Köllerholz-Schule,Städt. Gem. Grundschule,,Köllerholzweg 61,44879,Bochum,Öffentlich,0234,9422097,0234,9422099,128510@schule.nrw.de,325,1,51.4387127,7.1638257,"Köllerholzschule, 61, Köllerholzweg, Dahlhausen, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44879, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128533,Amtmann-Kreyenfeld-Schule,Städt. Gem. Grundschule,,Kreyenfeldstr. 80,44894,Bochum,Öffentlich,0234,262072,0234,9231627,128533@schule.nrw.de,275,6,51.4905617,7.3105541,"Kreyenfeldschule, 80, Kreyenfeldstraße, Werne, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44894, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128545,Lina-Morgenstern-Schule,Städtische Gemeinschaftsgrundschule,,Bonhoefferstr. 50,44803,Bochum,Öffentlich,0234,9351350,0234,9351352,128545@schule.nrw.de,270,4,51.4808566,7.2451848,"50, Bonhoefferstraße, Altenbochum, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44803, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128557,Grundschule Linden,Städt. Gem. Grundschule,,Donnerbecke 3,44879,Bochum,Öffentlich,0234,9422090,0234,9422092,128557@schule.nrw.de,240,3,51.4251793,7.1672632,"3, Donnerbecke, Linden, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44879, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128569,Schule im Kirchviertel,Städt. Gem. Grundschule,,Markstr. 290,44801,Bochum,Öffentlich,0234,9730003,0234,9730005,128569@schule.nrw.de,365,3,51.4484479,7.2310265,"Brenscheder Schule, 290, Markstraße, Brenschede, Wiemelhausen, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44801, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128582,Emil-von-Behring-Schule,Städt. Gem. Grundschule,,Rastenburger Str. 11,44809,Bochum,Öffentlich,0234,521532,0234,9520034,128582@schule.nrw.de,470,5,51.5029607,7.1863743,"Emil-von-Behring-Schule, 11, Rastenburger Straße, Marmelshagen, Hofstede, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44809, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128594,Grundschule Laer,Städt. Gem. Grundschule,,Alte Wittener Str. 19,44803,Bochum,Öffentlich,0234,352164,0234,9351327,128594@schule.nrw.de,230,6,51.4709961,7.270692,"Grundschule Laer, 19, Alte Wittener Straße, Laer, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44803, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128600,Maischützenschule,Städt. Gem. Grundschule,,Maischützenstr. 70,44805,Bochum,Öffentlich,0234,235105,0234,9231631,128600@schule.nrw.de,330,4,51.5005999,7.2794367,"Maischützenschule, 70, Maischützenstraße, Kirchharpen, Harpen, Bochum-Nord, Bochum, Nordrhein-Westfalen, 44805, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128612,Arnoldschule,Städtische Gemeinschaftsgrundschule,,Arnoldstr. 31,44793,Bochum,Öffentlich,0234,16751,,,128612@schule.nrw.de,200,9,51.4770953,7.2086127,"31, Arnoldstraße, Griesenbruch, Innenstadt, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44793, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128624,Weilenbrink-Schule,Städt. Kath. Grundschule,,Arndtstr. 27-29,44787,Bochum,Öffentlich,0234,13755,0234,9160499,128624@schule.nrw.de,205,5,51.481808,7.2231575,"27-29, Arndtstraße, Innenstadt, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44787, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128636,Drusenbergschule,Städt. Gem. Grundschule,,Drusenbergstr. 33,44789,Bochum,Öffentlich,0234,331856,0234,3250531,128636@schule.nrw.de,240,2,51.4660545,7.2146654,"Drusenbergschule, 33, Drusenbergstraße, Ehrenfeld, Wiemelhausen, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44789, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128673,Vels-Heide-Schule,Städt. Gem. Grundschule,,Sanderweg 25,44803,Bochum,Öffentlich,0234,93513634,0234,9351365,128673@schule.nrw.de,340,4,51.4703104,7.2439952,"Vels-Heide-Schule, 25, Sanderweg, Goy, Altenbochum, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44803, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128685,Von-Waldthausen-Schule,Städtische Gemeinschaftsgrundschule,,Von-Waldthausen-Str. 82,44894,Bochum,Öffentlich,0234,262138,0234,9231633,128685@schule.nrw.de,220,7,51.4842711,7.2999681,"82, Von-Waldthausen-Straße, Werne, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44894, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128697,Bunte Schule,Städtische Gemeinschaftsgrundschule,,Am Neggenborn 75,44892,Bochum,Öffentlich,0234,286116,0234,9271443,128697@schule.nrw.de,455,4,51.4651446,7.3052785,"75, Am Neggenborn, Kaltehardt, Langendreer, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44892, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128739,Grundschule Dahlhausen,Städt. Gem. Grundschule,,Dr.-C.-Otto-Str. 112-114,44879,Bochum,Öffentlich,0234,9422083,0234,9422085,128739@schule.nrw.de,245,4,51.4268524,7.1456229,"Grundschule Dahlhausen, 112/114, Dr.-C.-Otto-Straße, Dahlhausen, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44879, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128740,Sonnenschule,Gem. Grundschule der Stadt Bochum,,Lange Malterse 18,44795,Bochum,Öffentlich,0234,9431183,0234,9431185,128740@schule.nrw.de,220,7,51.4620482,7.1987491,"Sonnenschule, 18, Lange Malterse, Bärendorf, Weitmar, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44795, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128776,Hans-Christian-Andersen-Schule,Gem. Grundschule der Stadt Bochum,,Heinrichstr. 40,44805,Bochum,Öffentlich,0234,87498,0234,8102234,128776@schule.nrw.de,375,4,51.5158658,7.2764254,"Hans-Christian-Andersen-Schule (Hauptstandort), 40, Heinrichstraße, Gerthe, Bochum-Nord, Bochum, Nordrhein-Westfalen, 44805, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128806,Feldsieper Schule,Städt. Gem. Grundschule,- Primarstufe -,Feldsieper Str. 94,44809,Bochum,Öffentlich,0234,513024,0234,9586941,128806@schule.nrw.de,585,8,51.4945855,7.2070245,"Gesamtschule Bochum-Mitte, 94, Feldsieper Straße, Hamme, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44809, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128818,Natorpschule,Städt. Gem. Grundschule,,Natorpstr. 51,44795,Bochum,Öffentlich,0234,9470120,0234,9470122,128818@schule.nrw.de,315,2,51.442498,7.2088501,"Natorpschule, 51, Natorpstraße, Mark, Weitmar, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44795, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128820,Neulingschule,Städt. Gem. Grundschule,,Neulingstr. 15,44795,Bochum,Öffentlich,0234,9470113,0234,9470115,128820@schule.nrw.de,215,2,51.4399448,7.2015591,"Neulingschule, 15, Neulingstraße, Neuling, Weitmar, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44795, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128843,Don-Bosco-Schule,Städt. Kath. Grundschule,,Friederikastr. 21,44789,Bochum,Öffentlich,0234,332103,0234,3250527,128843@schule.nrw.de,215,2,51.4690891,7.2238426,"Don-Bosco-Schule, 21, Friederikastraße, Ehrenfeld, Wiemelhausen, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44789, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128867,Liboriusschule,Städt. Gem. Grundschule,,Josephinenstr. 80,44807,Bochum,Öffentlich,0234,592909,0234,9505304,128867@schule.nrw.de,275,2,51.499246,7.2338569,"Liboriusschule, 80, Josephinenstraße, Grumme, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44807, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128879,Friederika-Schule,Städt. Gem. Grundschule,,Friederikastr. 19,44789,Bochum,Öffentlich,0234,332180,0234,3250501,128879@schule.nrw.de,195,5,51.469495,7.2234041,"Gemeinschaftsgrundschule Friederika-Schule, 19, Friederikastraße, Ehrenfeld, Wiemelhausen, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44789, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128880,Schule am Volkspark,Städt. Gem. Grundschule,,Alte Bahnhofstr. 170,44892,Bochum,Öffentlich,0234,287797,0234,9271378,128880@schule.nrw.de,230,6,51.475194,7.308119,"Grundschule am Volkspark, 170, Alte Bahnhofstraße, Alter Bahnhof, Langendreer, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44892, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128910,Michael-Ende-Schule,Städtische Gemeinschaftsgrundschule,,Oberstr. 65,44892,Bochum,Öffentlich,0234,287654,0234,9271441,128910@schule.nrw.de,375,3,51.4758549,7.3318138,"65, Oberstraße, Oesterheide, Langendreer, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44892, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128922,Gräfin-Imma-Schule,Städt. Gem. Grundschule,,Kemnader Str. 218,44797,Bochum,Öffentlich,0234,9791720,0234,9791722,128922@schule.nrw.de,320,1,51.4304532,7.2313546,"218, Kemnader Straße, Haar, Stiepel, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44797, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128960,Städt. Gem. Grundschule,,,An der Maarbrücke 75,44793,Bochum,Öffentlich,0234,13737,0234,9620151,128960@schule.nrw.de,215,7,51.4826221,7.1861071,"Gemeinschaftsgrundschule an der Maarbrücke, 75, An der Maarbrücke, Goldhamme, Hamme, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44793, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128971,Hufelandschule,Städt. Gem. Grundschule,,Hufelandstr. 17,44801,Bochum,Öffentlich,0234,701422,0234,9719181,128971@schule.nrw.de,225,8,51.4542814,7.2687933,"17, Hufelandstraße, Hustadt, Querenburg, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44801, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,128995,Städt. Gem. Grundschule,,,Auf dem Alten Kamp 35-37,44803,Bochum,Öffentlich,0234,382628,0234,939039,128995@schule.nrw.de,220,7,51.4573484,7.2413451,"Auf dem Alten Kamp, 35/37, Auf dem Alten Kamp, Kirchviertel, Altenbochum, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44803, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131088,Kirchschule Höntrop,Städt. Gem. Grundschule,,Wattenscheider Hellweg 87-89,44867,Bochum,Öffentlich,02327,957107,02327,957109,131088@schule.nrw.de,325,5,51.4632648,7.1516489,"Kirchschule Höntrop, 87-89, Wattenscheider Hellweg, Höntrop, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44867, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131090,Gem. Grundschule Westenfeld,Städt. Gem. Grundschule,,Westenfelder Str. 107,44867,Bochum,Öffentlich,02327,939273,02327,939275,131090@schule.nrw.de,350,8,51.4714298,7.1454739,"Grundschule Westenfeld, 107, Westenfelder Straße, Westenfeld, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44867, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131120,Regenbogenschule,Städt. Gemeinschaftsgrundschule,,Preins Feld 3,44869,Bochum,Öffentlich,02327,780504,02327,977166,131120@schule.nrw.de,445,5,51.454137,7.1433736,"3, Preins Feld, Höntrop, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44869, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131131,Grundschule Günnigfeld,Städt. Gem. Grundschule,,Marktstr. 21,44866,Bochum,Öffentlich,02327,23310,02327,900288,131131@schule.nrw.de,330,6,51.4959169,7.1415671,"21, Marktstraße, Günnigfeld, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44866, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131155,Glückaufschule,Städt. Gemeinschaftsgrundschule,,Bochumer Str. 69-71,44866,Bochum,Öffentlich,02327,61605,02327,900338,131155@schule.nrw.de,305,8,51.479634,7.1494601,"Bochumer Straße, Wattenscheid, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44866, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131167,Grundschule Leithe,Gem. Grundschule der Stadt Bochum,,Schulstr. 7,44866,Bochum,Öffentlich,02327,939249,02327,939217,131167@schule.nrw.de,415,4,51.4796712,7.1261634,"7, Schulstraße, Wattenscheid, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44866, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,131179,Dietrich-Bonhoeffer-Schule,Städt. Gem. Grundschule,,Ruhrstr. 150,44869,Bochum,Öffentlich,02327,72235,02327,977144,131179@schule.nrw.de,355,2,51.4462232,7.1675662,"150, Ruhrstraße, Eppendorf, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44869, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,184860,Waldschule,Städt. Gem. Grundschule,,Hustadtring 144,44801,Bochum,Öffentlich,0234,703620,0234,9719121,184860@schule.nrw.de,320,7,51.4492837,7.2566402,"Waldschule, 144, Hustadtring, Querenburg, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44801, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,189418,Matthias-Claudius-Schule,Priv. Evang. Bekenntnisschule,- Ersatzschule -  in Bochum,Nevelstr. 3,44795,Bochum,Privat,0234,94365440,0234,94365447,189418@schule.nrw.de,190,,51.4505932,7.1906993,"Matthias-Claudius-Grundschule, 3, Nevelstraße, Weitmar, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44795, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,190160,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,,Lindener Str. 28,44879,Bochum,Öffentlich,0234,9422016,0234,9422018,190160@schule.nrw.de,200,1,51.4324867,7.1741783,"Astrdid-Lindgren Gemeinschaftsgrundschule, 28, Lindener Straße, Linden, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44879, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,191127,Freie Schule Bochum e.V.,- Primarstufe u. Sekundarstufe I -,,Wiemelhauser Str. 270,44799,Bochum,Privat,0234,72648,0234,76053,191127@schule.nrw.de,80,,51.4583248,7.2279192,"Freie Schule Bochum, 270, Wiemelhauser Straße, Kirchviertel, Wiemelhausen, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44799, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,195820,Carolinenschule Bochum,Grundschule ( Primarstufe ) in freier,Trägersch.d.Schul-u.Bildungswerkst.gGmbH,Springorumallee 3,44795,Bochum,Privat,0234,8599165,0234,8599172,195820@schule.nrw.de,185,,51.4537971,7.2102928,"3, Springorumallee, Innovationspark Springorum, Weitmar, Bochum-Südwest, Bochum, Nordrhein-Westfalen, 44795, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,196435,Wilbergschule,Gem. Grundschule der Stadt Bochum,,Wilbergstr. 3,44807,Bochum,Öffentlich,0234,531438,0234,9041054,196435@schule.nrw.de,320,5,51.511772,7.2087756,"Wilbergschule, 3, Wilbergstraße, Riemke, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44807, Deutschland"
2024/25,Grundschule,05911000,Krfr. Stadt Bochum,196447,Gertrudisschule,Gem. Grundschule der Stadt Bochum,,Vorstadtstr. 14,44866,Bochum,Öffentlich,02327,229273,02327,229275,196447@schule.nrw.de,345,8,51.4834034,7.1332794,"Gertrudisschule, 14, Vorstadtstraße, Wattenscheid, Bochum-Wattenscheid, Bochum, Nordrhein-Westfalen, 44866, Deutschland"
2024/25,Grundschule,05913000,Krfr. Stadt Dortmund,129150,Steinhammerschule,Städt. Gem. Grundschule Marten,- Primarstufe -,Schulte-Heuthaus-Str. 28,44379,Dortmund,Öffentlich,0231,28672963,0231,28672966,129150@schule.nrw.de,200,6,51.5080039,7.3852511,"28, Schulte-Heuthaus-Straße, Marten, Lütgendortmund, Dortmund, Nordrhein-Westfalen, 44379, Deutschland"
2024/25,Grundschule,05913000,Krfr. Stadt Dortmund,129161,Hohwartschule,Städt. Gem. Grundschule,- Primarstufe -,Winkelriedweg 2,44141,Dortmund,Öffentlich,0231,47737860,0231,47737865,129161@schule.nrw.de,310,6,51.5090146,7.5106804,"Hohwart-Grundschule, 2, Winkelriedweg, Gartenstadt, Innenstadt Ost, Dortmund, Nordrhein-Westfalen, 44141, Deutschland"
2024/25,Grundschule,05913000,Krfr. Stadt Dortmund,129173,Brücherhofschule,Städt. Gem. Grundschule Hörde,- Primarstufe -,Ziegelhüttenstr. 11,44263,Dortmund,Öffentlich,0231,28667630,0231,28667640,129173@schule.nrw.de,265,8,51.4778925,7.4961673,"Brücherhof-Grundschule, 11, Ziegelhüttenstraße, Pferdebachtal, Wellinghofen, Hörde, Dortmund, Nordrhein-Westfalen, 44263, Deutschland"
